id,name,category,created_at,typical_order_value,typical_order_value_std,expected_daily_transactions,tier
1003,UrbanStitch_0146,fashion,2025-02-06 15:33:01,2033.4,1886.94,47,large
1004,ModaFit_0147,fashion,2025-02-07 13:33:07,1985.3,869.21,20,medium
1005,NetPulse_0124,digital_services,2025-01-22 11:40:50,468.5,252.52,9,small
1006,TastyTrail_0134,food_delivery,2025-02-07 22:27:31,488.98,225.36,15,small
1007,AmusePark_0079,entertainment,2025-01-11 09:38:54,823.88,523.2,66,large
1008,PantryPlus_0144,grocery,2025-01-23 17:17:07,694.61,426.61,122,large
1009,SaaSPoint_0125,digital_services,2025-02-08 20:22:12,426.49,291.34,36,medium
1010,SpiceRoute_0135,food_delivery,2025-01-16 17:56:06,342.81,128.77,63,medium
1011,CodeBridge_0126,digital_services,2025-02-21 20:53:42,636.81,224.09,9,small
1012,CourseTrail_0076,education,2025-01-14 14:12:00,3200.34,2369.58,3,small
1013,ChefDoor_0136,food_delivery,2025-01-16 20:27:56,372.43,155.71,13,small
1014,FunZone_0080,entertainment,2025-01-14 05:56:46,778.19,387.4,7,small
1015,NatureFresh_0145,grocery,2025-01-17 14:26:39,606.16,320.47,13,small
1016,ClosetBox_0148,fashion,2025-01-07 13:39:03,2153.59,1400.99,10,medium
1017,DigitalNex_0127,digital_services,2025-01-25 19:50:19,374.24,281.41,9,small
1018,HouseJoy_0094,home,2025-02-01 23:39:12,3383.32,2167.35,3,small
1019,CircuitCity_0075,electronics,2025-01-15 20:54:27,7590.66,2837.99,10,medium
1020,HungryOwl_0137,food_delivery,2025-02-24 15:56:15,412.09,245.99,15,small
1021,LivingSpace_0095,home,2025-01-30 20:05:38,4765.28,2873.1,1,small
1022,PlatformX_0128,digital_services,2025-01-03 03:53:37,397.69,292.46,33,medium
1023,PlayBox_0081,entertainment,2025-01-21 11:43:14,531.55,494.64,3,small
1024,WanderBook_0053,travel,2025-02-22 07:27:43,12563.09,7968.96,6,medium
1025,ByteShift_0129,digital_services,2025-01-10 21:45:49,596.01,327.54,113,large
1026,ValueMart_0146,grocery,2025-01-04 10:58:19,613.21,547.62,7,small
1027,JoyRide_0082,entertainment,2025-02-20 06:07:11,720.84,590.14,73,large
1028,DineExpress_0138,food_delivery,2025-01-24 20:57:08,479.24,227.01,56,large
1029,CloudSync_0130,digital_services,2025-01-30 08:30:07,643.04,287.77,41,medium
1030,CraveTown_0139,food_delivery,2025-01-04 06:49:24,327.99,210.26,41,medium
1031,AcadEdge_0077,education,2025-01-30 02:53:48,3929.09,2658.54,11,medium
1032,DataFlow_0131,digital_services,2025-01-15 23:50:28,404.7,296.58,28,medium
1033,FlyEasy_0054,travel,2025-01-21 00:31:03,13188.74,9582.88,5,medium
1034,WallCraft_0096,home,2025-02-24 05:13:52,3351.44,3064.55,5,small
1035,BiteBuddy_0140,food_delivery,2025-01-15 14:17:24,548.76,81.02,152,large
1036,StreamLine_0132,digital_services,2025-01-30 03:25:09,583.89,289.06,25,medium
1037,StaplePick_0147,grocery,2025-01-27 11:14:46,621.97,388.65,26,medium
1038,FoodDash_0141,food_delivery,2025-02-11 18:55:30,521.32,197.76,10,small
1039,MealBox_0142,food_delivery,2025-01-09 07:22:57,517.46,138.19,12,small
1040,FabricLane_0149,fashion,2025-01-19 02:26:22,1994.2,1714.55,11,medium
1041,StyleStreet_0150,fashion,2025-01-04 10:35:54,1424.21,1060.36,17,medium
1042,AppForge_0133,digital_services,2025-01-18 02:23:26,570.57,436.59,12,small
1043,NetPulse_0134,digital_services,2025-01-22 18:13:16,516.91,246.52,13,small
1044,SaaSPoint_0135,digital_services,2025-01-26 16:47:29,466.83,260.51,7,small
1045,MegaPixel_0076,electronics,2025-01-16 00:26:27,6997.25,3627.98,7,medium
1046,FarmDirect_0148,grocery,2025-01-22 06:15:49,726.72,322.83,7,small
1047,TrendSet_0151,fashion,2025-02-09 09:19:14,1622.64,1250.3,45,large
1048,DocConnect_0087,health,2025-01-14 03:22:12,1633.71,906.51,4,small
1049,CozyCorner_0097,home,2025-01-06 22:17:32,5751.49,2531.91,3,small
1050,GroceHub_0149,grocery,2025-01-12 11:09:36,750.62,295.67,11,small
1051,CodeBridge_0136,digital_services,2025-01-27 03:44:11,496.58,221.32,31,medium
1052,FashionVault_0152,fashion,2025-01-13 01:44:45,2211.36,1333.22,2,small
1053,FreshMart_0150,grocery,2025-01-23 23:23:04,651.05,446.72,64,medium
1054,LookBook_0153,fashion,2025-01-18 06:42:20,2660.85,917.5,51,large
1055,DailyNeeds_0151,grocery,2025-02-10 20:58:01,599.27,369.87,9,small
1056,DigitalNex_0137,digital_services,2025-01-23 04:01:36,345.79,279.33,36,medium
1057,RoomStyle_0098,home,2025-02-02 02:54:38,4759.2,3241.77,3,small
1058,GreenBasket_0152,grocery,2025-02-19 20:51:36,692.48,387.07,11,small
1059,TravelNest_0055,travel,2025-01-09 07:45:49,12198.94,10789.21,1,small
1060,PlatformX_0138,digital_services,2025-01-20 12:12:16,503.83,306.17,8,small
1061,GameVerse_0083,entertainment,2025-01-25 15:01:38,734.7,520.87,16,medium
1062,MentorLab_0078,education,2025-01-25 12:13:16,3390.86,2104.74,10,medium
1063,QuickGrocery_0153,grocery,2025-01-23 07:54:06,711.34,335.17,15,medium
1064,ByteShift_0139,digital_services,2025-01-06 03:20:45,553.13,307.21,21,medium
1065,PantryPlus_0154,grocery,2025-01-14 13:03:04,731.19,252.11,52,medium
1066,ShowTime_0084,entertainment,2025-02-02 13:44:29,791.4,273.11,6,small
1067,QuickEats_0143,food_delivery,2025-01-08 13:26:41,425.63,177.73,11,small
1068,CloudSync_0140,digital_services,2025-02-04 23:43:07,488.55,270.89,3,small
1069,PowerTech_0077,electronics,2025-01-31 14:13:08,10026.48,3804.51,6,medium
1070,TastyTrail_0144,food_delivery,2025-01-16 10:33:51,382.29,230.83,91,large
1071,BuildMart_0099,home,2025-01-23 07:39:27,4620.59,2649.81,2,small
1072,KnowPath_0079,education,2025-01-20 02:46:12,2672.33,2189.84,10,medium
1073,SpiceRoute_0145,food_delivery,2025-01-26 21:46:50,464.12,168.58,48,medium
1074,TicketBay_0085,entertainment,2025-01-08 10:45:14,933.27,333.74,19,medium
1075,HomeNest_0100,home,2025-01-26 01:35:04,3644.29,2368.39,10,medium
1076,NatureFresh_0155,grocery,2025-02-01 18:56:58,592.75,264.82,55,medium
1077,VoyagePlan_0056,travel,2025-01-25 23:32:46,14208.21,4908.31,2,medium
1078,ChefDoor_0146,food_delivery,2025-01-18 22:24:31,485.61,188.61,217,large
1079,DataFlow_0141,digital_services,2025-01-23 21:09:52,555.47,317.97,6,small
1080,ValueMart_0156,grocery,2025-01-20 07:12:33,701.6,260.7,166,large
1081,StaplePick_0157,grocery,2025-02-15 08:54:29,694.32,292.26,14,small
1082,InteriorCo_0101,home,2025-01-23 17:53:53,6517.37,2869.43,11,medium
1083,EventPulse_0086,entertainment,2025-01-23 23:55:25,735.23,508.54,3,small
1084,DecorVault_0102,home,2025-02-05 15:36:55,4499.52,3026.15,4,small
1085,MediaWave_0087,entertainment,2025-01-12 07:54:45,530.75,471.91,8,small
1086,StreamLine_0142,digital_services,2025-01-15 22:53:15,478.24,289.72,6,small
1087,FitPath_0088,health,2025-01-18 22:01:35,1520.22,634.83,2,small
1088,HealZone_0089,health,2025-02-19 00:15:59,1503.19,1023.61,2,small
1089,HungryOwl_0147,food_delivery,2025-01-26 05:19:17,421.22,181.91,14,small
1090,DineExpress_0148,food_delivery,2025-01-18 13:07:50,418.29,157.53,15,small
1091,FarmDirect_0158,grocery,2025-01-14 22:54:32,762.09,358.99,32,medium
1092,AppForge_0143,digital_services,2025-01-15 10:12:36,488.92,176.96,86,large
1093,GroceHub_0159,grocery,2025-01-10 06:18:20,607.96,284.66,30,medium
1094,FreshMart_0160,grocery,2025-01-25 14:30:17,606.93,419.47,15,small
1095,LearnHub_0080,education,2025-01-22 12:15:09,2803.91,2240.96,2,small
1096,CraveTown_0149,food_delivery,2025-01-05 23:55:55,498.57,205.82,154,large
1097,DailyNeeds_0161,grocery,2025-02-18 19:53:34,706.31,308.25,16,small
1098,MediCare_0090,health,2025-01-20 00:07:15,1799.48,828.82,3,small
1099,FurniWorld_0103,home,2025-02-07 07:03:25,5608.74,2744.91,38,large
1100,WearHouse_0154,fashion,2025-01-15 00:54:36,1974.88,1016.24,53,large
1101,SmartBuy_0078,electronics,2025-02-01 16:04:00,7451.23,4658.03,2,small
1102,GreenBasket_0162,grocery,2025-01-03 14:37:06,558.27,345.0,33,medium
1103,HealthFirst_0091,health,2025-02-02 15:13:17,1904.69,1377.56,3,small
1104,HouseJoy_0104,home,2025-02-04 00:54:38,4980.4,3014.66,10,medium
1105,ThreadBarn_0155,fashion,2025-01-13 10:18:00,2140.53,994.22,4,small
1106,WellnessHub_0092,health,2025-01-10 13:06:31,1713.38,819.04,4,small
1107,UrbanStitch_0156,fashion,2025-01-20 04:41:15,2235.64,1145.26,21,medium
1108,BiteBuddy_0150,food_delivery,2025-01-27 00:39:19,339.84,250.91,11,small
1109,StarStream_0088,entertainment,2025-01-15 01:44:18,831.73,441.19,14,medium
1110,ModaFit_0157,fashion,2025-01-03 09:44:54,2673.0,1645.49,4,small
1111,ClosetBox_0158,fashion,2025-01-14 07:20:02,2320.77,1213.68,68,large
1112,FoodDash_0151,food_delivery,2025-01-18 18:16:57,323.21,215.08,39,medium
1113,EduVerse_0081,education,2025-01-22 06:20:06,1733.03,2319.73,4,small
1114,AmusePark_0089,entertainment,2025-01-28 13:08:01,701.59,579.08,27,medium
1115,FunZone_0090,entertainment,2025-02-05 19:47:16,798.1,512.05,2,small
1116,ChipNex_0079,electronics,2025-02-26 22:40:26,7640.6,4725.61,2,small
1117,FabricLane_0159,fashion,2025-01-23 16:06:45,2332.24,1231.96,7,small
1118,PharmEasy_0093,health,2025-02-05 20:50:24,1670.84,1321.08,37,large
1119,QuickGrocery_0163,grocery,2025-01-09 05:32:43,827.89,264.25,42,medium
1120,LivingSpace_0105,home,2025-01-07 12:34:36,4145.68,3083.68,41,large
1121,NetPulse_0144,digital_services,2025-02-12 20:45:05,534.09,373.22,71,large
1122,StyleStreet_0160,fashion,2025-01-12 00:06:27,1903.78,1203.87,44,large
1123,WallCraft_0106,home,2025-02-04 15:18:10,4332.73,2424.82,4,small
1124,TrendSet_0161,fashion,2025-01-01 22:06:15,2069.38,1542.26,45,large
1125,MealBox_0152,food_delivery,2025-02-15 06:35:45,488.91,222.31,37,medium
1126,SkillCraft_0082,education,2025-01-05 13:34:18,3775.4,3464.17,3,small
1127,GlobeHopper_0057,travel,2025-02-11 03:16:08,14163.06,9109.23,5,medium
1128,SaaSPoint_0145,digital_services,2025-01-18 01:08:46,516.78,332.84,11,small
1129,CodeBridge_0146,digital_services,2025-02-03 07:59:00,378.31,314.84,8,small
1130,PlayBox_0091,entertainment,2025-01-23 06:25:22,741.27,629.6,4,small
1131,JoyRide_0092,entertainment,2025-01-24 20:33:23,590.78,579.57,3,small
1132,RouteMaster_0058,travel,2025-01-15 21:36:23,7372.94,9453.23,1,small
1133,FashionVault_0162,fashion,2025-02-01 11:10:37,2370.18,1093.82,26,large
1134,DigitalNex_0147,digital_services,2025-02-23 23:38:33,393.28,283.67,18,medium
1135,GameVerse_0093,entertainment,2025-02-05 12:54:48,846.06,453.75,21,medium
1136,PantryPlus_0164,grocery,2025-01-14 03:28:55,666.29,377.08,13,small
1137,QuickEats_0153,food_delivery,2025-02-02 19:48:08,429.37,207.36,16,small
1138,TastyTrail_0154,food_delivery,2025-01-09 18:53:00,304.27,225.86,15,small
1139,TechZone_0080,electronics,2025-01-10 16:23:20,9176.86,2970.53,7,medium
1140,PlatformX_0148,digital_services,2025-01-19 05:01:58,401.76,344.68,5,small
1141,SpiceRoute_0155,food_delivery,2025-01-18 00:22:11,394.28,221.37,40,medium
1142,VitalCare_0094,health,2025-01-21 00:41:58,1521.48,1181.34,15,medium
1143,CozyCorner_0107,home,2025-01-26 10:22:20,5149.86,3509.23,9,medium
1144,CureQuick_0095,health,2025-02-06 03:19:46,1738.62,870.38,37,large
1145,ChefDoor_0156,food_delivery,2025-01-24 06:38:59,418.33,182.68,17,small
1146,NatureFresh_0165,grocery,2025-02-10 00:21:16,774.38,377.88,184,large
1147,ByteShift_0149,digital_services,2025-02-25 21:15:47,436.5,189.72,36,medium
1148,LifePulse_0096,health,2025-02-10 13:05:34,1568.45,945.26,5,medium
1149,PackNGo_0059,travel,2025-01-29 18:58:11,9841.9,5596.44,4,medium
1150,RoomStyle_0108,home,2025-01-21 15:08:34,4144.9,3053.98,13,medium
1151,LookBook_0163,fashion,2025-02-18 21:51:26,2443.69,810.68,53,large
1152,BuildMart_0109,home,2025-01-23 21:15:10,4600.58,2941.3,2,small
1153,WearHouse_0164,fashion,2025-01-31 13:36:35,2273.64,1033.95,14,medium
1154,ThreadBarn_0165,fashion,2025-02-10 21:47:31,2626.22,1031.06,10,medium
1155,JetSetGo_0060,travel,2025-01-16 09:02:40,11851.9,6191.09,1,small
1156,GadgetHub_0081,electronics,2025-01-04 23:24:41,8086.64,5158.9,23,large
1157,ElectroMart_0082,electronics,2025-01-25 09:40:09,8714.29,2295.88,2,small
1158,DigitalWorld_0083,electronics,2025-01-31 20:46:50,8612.04,3468.07,8,medium
1159,HungryOwl_0157,food_delivery,2025-01-22 13:13:06,460.21,157.62,16,small
1160,DocConnect_0097,health,2025-03-02 20:40:05,2159.14,954.41,2,small
1161,ByteStore_0084,electronics,2025-01-24 09:41:52,8286.9,4683.69,5,medium
1162,CloudSync_0150,digital_services,2025-02-09 03:09:34,552.07,259.32,9,small
1163,FitPath_0098,health,2025-01-29 01:41:56,1630.7,886.6,5,small
1164,UrbanStitch_0166,fashion,2025-01-06 02:17:18,1692.73,1316.49,6,small
1165,ModaFit_0167,fashion,2025-01-05 08:50:45,2446.79,880.54,2,small
1166,HomeNest_0110,home,2025-02-18 12:47:21,3823.54,3094.74,10,medium
1167,HealZone_0099,health,2025-01-26 05:57:48,1418.49,825.45,27,large
1168,TripWise_0061,travel,2025-01-20 07:17:13,11566.21,11175.51,1,small
1169,MediCare_0100,health,2025-01-23 10:26:29,1506.91,773.37,14,medium
1170,ClosetBox_0168,fashion,2025-01-16 12:00:38,2185.12,984.91,4,small
1171,DineExpress_0158,food_delivery,2025-02-12 19:08:08,402.51,211.84,90,medium
1172,DataFlow_0151,digital_services,2025-02-08 18:52:40,549.58,294.42,7,small
1173,ValueMart_0166,grocery,2025-01-16 01:16:44,508.94,401.36,14,small
1174,HealthFirst_0101,health,2025-01-30 15:58:59,1660.17,1242.67,3,small
1175,SkyRoute_0062,travel,2025-02-15 13:26:47,13859.43,8473.92,4,medium
1176,WellnessHub_0102,health,2025-01-28 09:37:00,1513.53,970.89,15,medium
1177,CraveTown_0159,food_delivery,2025-01-06 00:30:06,419.51,217.59,10,small
1178,BiteBuddy_0160,food_delivery,2025-01-26 22:04:07,496.8,212.52,31,medium
1179,StaplePick_0167,grocery,2025-01-15 05:30:15,626.48,415.2,24,medium
1180,FarmDirect_0168,grocery,2025-02-16 21:10:27,537.55,345.14,19,small
1181,PharmEasy_0103,health,2025-02-17 06:23:29,1598.23,1099.05,12,medium
1182,FabricLane_0169,fashion,2025-02-10 09:06:10,1987.77,1238.67,38,large
1183,StyleStreet_0170,fashion,2025-01-25 01:34:01,2071.19,801.29,4,small
1184,TrendSet_0171,fashion,2025-01-19 05:45:55,2523.67,1213.78,19,medium
1185,FashionVault_0172,fashion,2025-02-25 18:31:07,2408.92,1185.71,3,small
1186,VitalCare_0104,health,2025-01-04 05:10:05,1654.12,705.9,11,medium
1187,FoodDash_0161,food_delivery,2025-01-14 14:53:07,458.76,268.62,17,small
1188,ShowTime_0094,entertainment,2025-01-25 11:12:00,670.27,356.06,18,medium
1189,LookBook_0173,fashion,2025-02-03 04:42:05,2492.24,1147.05,5,small
1190,StreamLine_0152,digital_services,2025-01-21 20:44:08,483.7,343.02,15,medium
1191,MealBox_0162,food_delivery,2025-01-27 12:31:16,546.25,155.5,185,large
1192,QuickEats_0163,food_delivery,2025-01-07 02:11:08,433.67,195.37,13,small
1193,InteriorCo_0111,home,2025-01-21 19:26:51,4730.04,3274.51,39,large
1194,TicketBay_0095,entertainment,2025-02-27 17:25:52,1011.19,533.18,90,large
1195,DecorVault_0112,home,2025-02-22 17:04:06,4583.68,3646.46,33,large
1196,WearHouse_0174,fashion,2025-02-01 10:44:28,2002.29,1243.5,5,small
1197,GroceHub_0169,grocery,2025-01-09 04:56:42,646.62,378.9,50,medium
1198,AppForge_0153,digital_services,2025-01-15 11:12:18,497.9,123.37,13,small
1199,FreshMart_0170,grocery,2025-01-13 03:10:54,618.75,292.37,7,small
1200,NetPulse_0154,digital_services,2025-01-27 08:23:58,469.72,266.24,70,large
1201,ClassBridge_0083,education,2025-01-15 05:47:12,2988.41,2764.87,16,medium
1202,StudyNest_0084,education,2025-01-07 07:32:45,4115.43,3061.3,8,medium
1203,CureQuick_0105,health,2025-01-25 02:26:37,1831.4,1085.3,2,small
1204,SaaSPoint_0155,digital_services,2025-02-21 10:37:11,461.68,351.27,39,medium
1205,CircuitCity_0085,electronics,2025-01-08 06:42:25,8580.89,3043.87,7,medium
1206,MegaPixel_0086,electronics,2025-02-08 01:01:16,6770.4,4060.16,2,small
1207,BrainWorks_0085,education,2025-01-26 22:16:01,3296.97,2620.86,33,large
1208,TastyTrail_0164,food_delivery,2025-02-22 17:14:34,465.41,151.94,13,small
1209,DailyNeeds_0171,grocery,2025-01-07 14:36:08,693.03,460.51,11,small
1210,SpiceRoute_0165,food_delivery,2025-01-21 19:38:46,483.05,235.13,47,medium
1211,LifePulse_0106,health,2025-02-05 02:44:24,2144.52,1240.43,50,large
1212,DocConnect_0107,health,2025-01-05 19:10:27,1937.53,1472.03,2,small
1213,CourseTrail_0086,education,2025-01-11 13:29:05,5093.06,2884.15,4,small
1214,ChefDoor_0166,food_delivery,2025-01-07 12:22:30,430.8,233.78,21,small
1215,GreenBasket_0172,grocery,2025-01-04 10:44:11,535.83,338.57,42,large
1216,WanderBook_0063,travel,2025-01-25 07:46:29,11572.0,6694.39,1,small
1217,QuickGrocery_0173,grocery,2025-01-07 17:21:10,956.98,470.25,22,medium
1218,AcadEdge_0087,education,2025-01-05 11:10:32,3916.8,2899.47,26,large
1219,CodeBridge_0156,digital_services,2025-01-23 22:20:55,516.05,316.56,5,small
1220,PowerTech_0087,electronics,2025-01-24 07:15:12,7262.4,4137.84,8,medium
1221,SmartBuy_0088,electronics,2025-01-07 17:12:29,7649.72,3364.5,7,medium
1222,PantryPlus_0174,grocery,2025-02-15 11:45:41,743.05,344.65,59,medium
1223,FurniWorld_0113,home,2025-02-14 01:38:09,3873.76,3115.87,2,small
1224,DigitalNex_0157,digital_services,2025-01-01 19:01:49,552.92,253.1,14,small
1225,ThreadBarn_0175,fashion,2025-02-03 02:32:22,1591.38,1611.72,4,small
1226,HouseJoy_0114,home,2025-01-21 08:01:46,4997.18,3800.71,12,medium
1227,HungryOwl_0167,food_delivery,2025-01-05 11:46:41,406.2,224.0,78,medium
1228,DineExpress_0168,food_delivery,2025-01-15 18:55:28,396.76,284.74,16,small
1229,EventPulse_0096,entertainment,2025-01-10 16:49:38,735.02,410.67,5,small
1230,ChipNex_0089,electronics,2025-01-29 21:34:42,6153.67,3667.8,22,large
1231,NatureFresh_0175,grocery,2025-01-23 12:36:45,537.19,402.35,11,small
1232,MentorLab_0088,education,2025-01-11 02:26:01,3023.15,2337.33,3,small
1233,UrbanStitch_0176,fashion,2025-01-23 22:45:29,2226.36,1031.77,15,medium
1234,PlatformX_0158,digital_services,2025-01-22 15:34:09,495.44,231.63,8,small
1235,ValueMart_0176,grocery,2025-01-10 11:01:44,710.83,390.05,11,small
1236,ModaFit_0177,fashion,2025-02-07 01:10:52,2443.64,964.81,3,small
1237,StaplePick_0177,grocery,2025-01-19 14:20:53,623.62,454.83,12,small
1238,CraveTown_0169,food_delivery,2025-01-18 20:12:15,433.48,261.77,45,medium
1239,ClosetBox_0178,fashion,2025-02-11 07:44:03,3004.5,1077.29,10,medium
1240,FabricLane_0179,fashion,2025-02-22 02:26:06,2140.11,1140.22,11,medium
1241,LivingSpace_0115,home,2025-02-07 04:04:22,6841.78,3191.18,3,small
1242,FarmDirect_0178,grocery,2025-01-15 01:57:21,601.5,309.56,52,medium
1243,BiteBuddy_0170,food_delivery,2025-02-13 02:12:18,349.45,154.29,13,small
1244,TechZone_0090,electronics,2025-01-08 20:03:40,10121.26,3700.39,8,medium
1245,FoodDash_0171,food_delivery,2025-01-06 08:05:29,451.66,251.85,7,small
1246,GroceHub_0179,grocery,2025-01-05 22:05:46,727.28,336.08,51,medium
1247,KnowPath_0089,education,2025-01-10 21:47:20,2885.54,2512.2,2,small
1248,FreshMart_0180,grocery,2025-01-29 11:14:10,544.74,260.37,9,small
1249,WallCraft_0116,home,2025-02-12 20:27:02,4616.94,2545.85,2,small
1250,MediaWave_0097,entertainment,2025-01-14 19:09:08,517.13,462.94,7,small
1251,StyleStreet_0180,fashion,2025-02-13 07:16:35,2453.86,1179.14,4,small
1252,TrendSet_0181,fashion,2025-01-03 16:23:36,1901.83,1589.87,24,medium
1253,FashionVault_0182,fashion,2025-02-06 04:27:13,2259.34,1821.76,11,medium
1254,LearnHub_0090,education,2025-01-13 06:23:20,2561.69,2145.19,2,small
1255,LookBook_0183,fashion,2025-01-19 12:45:03,3032.34,1132.52,33,large
1256,CozyCorner_0117,home,2025-01-23 22:53:58,3691.39,3684.01,12,medium
1257,FitPath_0108,health,2025-01-26 10:27:36,1654.36,624.84,23,large
1258,HealZone_0109,health,2025-01-28 06:29:48,2316.37,1137.76,12,medium
1259,FlyEasy_0064,travel,2025-01-10 11:55:54,16485.2,11133.32,4,medium
1260,StarStream_0098,entertainment,2025-01-25 00:18:49,797.36,441.8,18,medium
1261,GadgetHub_0091,electronics,2025-01-12 00:12:02,6716.41,2807.69,3,medium
1262,MealBox_0172,food_delivery,2025-01-06 22:00:16,515.06,137.54,237,large
1263,DailyNeeds_0181,grocery,2025-01-26 05:00:04,573.31,471.61,10,small
1264,AmusePark_0099,entertainment,2025-01-23 00:45:00,565.07,628.38,8,small
1265,EduVerse_0091,education,2025-01-04 07:15:16,2820.46,2334.17,2,small
1266,MediCare_0110,health,2025-01-09 05:14:31,1763.84,1021.57,32,large
1267,WearHouse_0184,fashion,2025-01-04 19:12:45,1545.2,1060.59,5,small
1268,FunZone_0100,entertainment,2025-02-19 11:05:12,768.67,467.26,14,medium
1269,TravelNest_0065,travel,2025-01-06 18:22:50,10535.88,10254.32,3,medium
1270,VoyagePlan_0066,travel,2025-01-24 00:36:16,13729.98,8075.29,16,large
1271,PlayBox_0101,entertainment,2025-01-22 03:43:28,690.15,464.82,5,small
1272,QuickEats_0173,food_delivery,2025-02-15 20:03:43,418.76,213.26,56,medium
1273,TastyTrail_0174,food_delivery,2025-01-03 11:08:07,580.36,211.13,63,large
1274,SkillCraft_0092,education,2025-02-21 21:33:31,4372.26,2398.06,4,small
1275,ThreadBarn_0185,fashion,2025-02-09 01:06:01,2729.53,1078.74,18,medium
1276,GreenBasket_0182,grocery,2025-01-29 14:04:07,587.63,350.19,14,small
1277,UrbanStitch_0186,fashion,2025-01-30 06:13:23,2600.68,1414.85,15,medium
1278,ModaFit_0187,fashion,2025-01-28 20:09:29,3094.03,1112.4,7,medium
1279,RoomStyle_0118,home,2025-01-08 01:38:23,3226.77,3884.4,2,small
1280,ClassBridge_0093,education,2025-01-22 07:42:57,3619.29,2228.74,2,small
1281,SpiceRoute_0175,food_delivery,2025-02-05 11:06:08,402.77,218.85,14,small
1282,ChefDoor_0176,food_delivery,2025-02-04 11:43:13,476.1,213.58,13,small
1283,HungryOwl_0177,food_delivery,2025-01-22 21:05:53,362.48,138.17,95,medium
1284,ByteShift_0159,digital_services,2025-01-16 21:50:18,633.04,380.41,7,small
1285,JoyRide_0102,entertainment,2025-01-17 06:24:36,801.43,418.46,3,small
1286,GameVerse_0103,entertainment,2025-01-04 17:56:00,711.68,632.62,25,medium
1287,DineExpress_0178,food_delivery,2025-01-30 20:03:35,391.8,187.41,61,medium
1288,QuickGrocery_0183,grocery,2025-01-07 20:36:44,590.05,355.57,44,medium
1289,CraveTown_0179,food_delivery,2025-01-12 11:16:12,473.46,210.17,120,large
1290,StudyNest_0094,education,2025-01-02 17:58:48,3086.77,1933.18,1,small
1291,BiteBuddy_0180,food_delivery,2025-01-08 13:47:48,443.12,232.65,29,medium
1292,CloudSync_0160,digital_services,2025-01-13 23:35:16,524.57,347.08,4,small
1293,BrainWorks_0095,education,2025-01-06 06:39:00,3297.06,3323.11,11,medium
1294,PantryPlus_0184,grocery,2025-02-16 04:46:59,453.6,396.08,93,large
1295,NatureFresh_0185,grocery,2025-01-03 05:38:15,722.59,301.69,39,medium
1296,FoodDash_0181,food_delivery,2025-01-14 08:00:51,417.75,200.13,41,medium
1297,ClosetBox_0188,fashion,2025-01-07 16:27:03,2119.53,917.85,17,medium
1298,FabricLane_0189,fashion,2025-01-20 15:07:36,2263.1,812.03,5,small
1299,DataFlow_0161,digital_services,2025-01-29 11:47:12,484.13,309.71,36,medium
1300,MealBox_0182,food_delivery,2025-01-22 23:24:37,469.69,246.61,45,medium
1301,ValueMart_0186,grocery,2025-02-03 15:56:31,758.62,358.6,138,large
1302,CourseTrail_0096,education,2025-02-22 00:51:44,3802.72,3120.37,3,small
1303,HealthFirst_0111,health,2025-02-06 06:32:37,1667.12,871.75,3,small
1304,StaplePick_0187,grocery,2025-01-03 19:19:23,570.19,276.35,14,medium
1305,WellnessHub_0112,health,2025-02-06 22:19:42,1335.22,1397.08,2,small
1306,ShowTime_0104,entertainment,2025-01-15 02:02:17,1085.52,540.32,5,small
1307,AcadEdge_0097,education,2025-02-07 06:21:10,2374.55,2502.33,4,small
1308,StreamLine_0162,digital_services,2025-01-18 02:10:08,640.19,316.45,19,medium
1309,ElectroMart_0092,electronics,2025-01-30 13:35:05,7351.4,3317.93,3,small
1310,TicketBay_0105,entertainment,2025-02-11 03:38:18,1044.76,519.59,5,small
1311,QuickEats_0183,food_delivery,2025-01-26 17:50:47,542.92,160.86,15,small
1312,EventPulse_0106,entertainment,2025-02-07 05:44:40,869.44,413.72,48,large
1313,MentorLab_0098,education,2025-01-07 22:22:15,2964.7,3208.36,15,medium
1314,DigitalWorld_0093,electronics,2025-01-19 23:18:33,8637.75,3785.43,1,small
1315,ByteStore_0094,electronics,2025-01-12 16:43:07,8502.1,3559.82,2,small
1316,AppForge_0163,digital_services,2025-01-18 06:08:27,537.19,275.68,28,medium
1317,KnowPath_0099,education,2025-01-11 10:53:23,3360.91,2341.22,2,small
1318,CircuitCity_0095,electronics,2025-02-21 07:38:49,9414.64,2583.41,11,medium
1319,NetPulse_0164,digital_services,2025-01-07 10:13:14,512.2,336.6,10,small
1320,BuildMart_0119,home,2025-02-08 17:29:43,3862.75,2451.38,20,large
1321,GlobeHopper_0067,travel,2025-01-27 09:15:42,11407.04,9118.73,1,small
1322,TastyTrail_0184,food_delivery,2025-01-23 23:59:12,486.48,105.28,44,medium
1323,MegaPixel_0096,electronics,2025-02-12 19:01:54,9900.56,3863.22,1,small
1324,PharmEasy_0113,health,2025-01-27 11:18:58,1602.95,394.4,25,large
1325,FarmDirect_0188,grocery,2025-02-05 23:39:50,761.01,309.22,103,large
1326,HomeNest_0120,home,2025-02-20 11:21:04,2401.37,2021.5,13,medium
1327,SpiceRoute_0185,food_delivery,2025-01-16 11:56:39,487.04,148.1,12,small
1328,LearnHub_0100,education,2025-01-29 18:21:06,3478.12,1901.94,1,small
