id,segment,account_created_at,typical_amount,txn_per_month
32454,high_value,2025-04-12 01:02:53,8717.39,3.49
32455,regular,2025-01-23 01:49:41,2401.95,1.46
32456,low_frequency,2025-01-31 01:05:04,771.84,1.13
32457,low_frequency,2025-03-25 23:35:59,2028.73,1.08
32458,high_frequency,2025-02-14 13:01:24,3054.25,9.66
32459,high_frequency,2025-01-11 06:03:38,1090.71,6.7
32460,low_frequency,2025-01-18 20:25:22,3927.27,1.94
32461,regular,2025-02-18 02:10:09,970.66,2.48
32462,low_frequency,2025-05-30 22:52:09,301.84,0.2
32463,low_frequency,2025-01-31 04:55:17,523.98,1.38
32464,high_value,2025-02-13 16:15:02,2476.22,3.3
32465,regular,2025-02-03 14:06:37,1164.84,1.62
32466,low_frequency,2025-04-10 00:30:39,1351.34,1.0
32467,regular,2025-05-02 14:47:44,800.0,1.86
32468,high_frequency,2025-01-23 01:04:08,832.88,13.22
32469,high_frequency,2025-05-03 16:36:24,1803.45,13.36
32470,regular,2025-02-08 00:03:09,2233.57,3.23
32471,high_frequency,2025-01-18 01:54:07,1425.73,9.63
32472,high_frequency,2025-02-10 09:23:59,1346.78,5.86
32473,high_value,2025-02-20 07:11:28,5476.01,1.93
32474,regular,2025-01-02 22:23:45,547.37,3.82
32475,regular,2025-02-07 15:57:50,2244.38,3.41
32476,high_value,2025-02-08 23:34:16,5155.31,1.93
32477,low_frequency,2025-04-20 23:31:12,1608.87,2.11
32478,regular,2025-02-28 02:11:10,1198.26,3.45
32479,high_frequency,2025-05-07 17:06:56,1534.18,11.11
32480,high_value,2025-02-21 18:52:54,1000.67,1.05
32481,regular,2025-02-22 05:57:38,706.98,1.79
32482,regular,2025-02-18 20:30:23,1580.31,4.97
32483,high_frequency,2025-02-13 18:07:26,4015.2,18.15
32484,regular,2025-01-20 18:02:17,1477.84,3.3
32485,regular,2025-03-30 11:12:14,5447.91,4.34
32486,low_frequency,2025-02-25 16:45:39,722.79,1.54
32487,low_frequency,2025-02-04 08:26:33,1061.4,0.2
32488,low_frequency,2025-03-06 22:12:48,1106.56,1.56
32489,regular,2025-03-07 11:55:04,1512.72,4.35
32490,high_frequency,2025-04-10 10:59:25,2271.13,9.81
32491,low_frequency,2025-04-13 09:29:15,678.14,0.2
32492,low_frequency,2025-02-02 14:51:10,1440.38,1.15
32493,regular,2025-03-05 06:58:28,2716.91,5.64
32494,low_frequency,2025-01-09 20:45:47,3323.42,0.77
32495,high_value,2025-01-12 00:07:46,1905.87,4.8
32496,low_frequency,2025-04-18 06:40:02,873.44,0.94
32497,high_frequency,2025-02-15 13:31:28,2645.0,6.78
32498,low_frequency,2025-01-28 21:27:05,986.11,0.7
32499,high_value,2025-01-18 23:41:21,7269.16,3.15
32500,regular,2025-01-05 23:12:31,1451.29,5.65
32501,high_value,2025-01-26 07:17:38,3604.39,3.44
32502,regular,2025-02-11 16:45:53,1619.17,4.42
32503,regular,2025-04-18 08:41:56,969.96,7.65
32504,low_frequency,2025-03-05 08:15:07,541.23,1.6
32505,regular,2025-02-23 21:08:55,1128.47,4.16
32506,low_frequency,2025-02-19 13:26:07,3069.81,1.41
32507,high_frequency,2025-02-08 18:19:24,1285.66,15.38
32508,regular,2025-03-03 21:50:09,530.04,4.27
32509,regular,2025-01-18 00:54:01,597.26,1.43
32510,low_frequency,2025-04-13 23:32:49,1537.49,0.41
32511,low_frequency,2025-01-11 22:38:50,806.6,1.06
32512,regular,2025-01-24 07:57:41,2430.67,6.78
32513,regular,2025-01-12 16:12:46,2323.52,3.63
32514,regular,2025-03-19 03:08:19,2837.37,3.57
32515,high_value,2025-01-22 17:32:15,3017.52,6.93
32516,low_frequency,2025-02-09 18:36:29,2256.35,0.68
32517,regular,2025-01-15 01:09:54,1160.9,1.13
32518,low_frequency,2025-05-21 21:09:29,695.2,1.31
32519,regular,2025-03-15 03:30:30,1266.05,4.91
32520,regular,2025-02-26 12:54:53,4243.63,2.65
32521,regular,2025-03-06 18:56:12,1287.51,5.35
32522,high_frequency,2025-01-10 01:00:41,629.02,7.53
32523,low_frequency,2025-02-10 04:29:19,1173.9,0.71
32524,low_frequency,2025-02-04 04:26:06,844.65,1.26
32525,low_frequency,2025-05-28 06:04:50,1697.42,0.2
32526,regular,2025-02-08 22:02:26,983.5,1.79
32527,low_frequency,2025-02-01 20:51:44,606.33,1.46
32528,regular,2025-03-28 04:00:53,1612.7,3.68
32529,regular,2025-01-24 03:42:49,1783.5,5.76
32530,regular,2025-02-09 22:02:05,1154.19,3.67
32531,low_frequency,2025-03-07 16:51:20,757.97,1.08
32532,high_value,2025-01-26 19:52:52,8344.79,5.06
32533,high_value,2025-01-11 07:25:14,7113.08,1.75
32534,low_frequency,2025-02-18 07:02:28,1417.67,0.41
32535,high_value,2025-01-21 06:28:14,10257.11,3.54
32536,high_frequency,2025-03-09 20:21:45,1853.14,18.35
32537,low_frequency,2025-01-30 20:57:28,1787.44,0.94
32538,regular,2025-03-03 08:06:01,1508.58,3.28
32539,low_frequency,2025-03-11 04:52:08,1363.8,0.2
32540,high_frequency,2025-01-02 01:13:19,954.98,18.42
32541,high_frequency,2025-04-09 21:55:19,2913.46,10.81
32542,regular,2025-01-12 01:11:06,748.13,4.03
32543,regular,2025-01-19 20:30:00,3088.18,2.77
32544,regular,2025-01-28 07:41:25,1384.48,4.68
32545,regular,2025-04-14 11:15:19,676.68,4.21
32546,regular,2025-01-09 20:47:14,1368.62,3.75
32547,regular,2025-01-27 05:00:00,1348.75,3.17
32548,high_frequency,2025-01-19 16:52:12,504.7,8.74
32549,regular,2025-03-13 12:16:33,1094.42,3.6
32550,low_frequency,2025-02-11 15:53:54,1648.34,1.17
32551,low_frequency,2025-02-09 04:57:55,2463.24,1.05
32552,regular,2025-03-24 00:57:46,1426.8,7.18
32553,regular,2025-01-04 15:40:07,2085.7,5.81
32554,low_frequency,2025-05-09 15:41:01,2144.21,0.42
32555,low_frequency,2025-02-21 20:13:49,684.58,0.2
32556,high_frequency,2025-01-17 05:41:17,1432.38,15.26
32557,high_frequency,2025-02-23 14:05:30,947.15,12.7
32558,regular,2025-01-06 05:37:06,1981.19,4.58
32559,regular,2025-02-03 17:43:24,2887.07,3.23
32560,regular,2025-01-24 09:35:48,1137.5,5.58
32561,regular,2025-01-24 20:57:17,1222.6,2.17
32562,low_frequency,2025-05-08 13:44:38,1767.74,0.46
32563,regular,2025-04-14 17:10:35,1709.79,3.53
32564,regular,2025-02-06 01:34:54,1239.18,3.76
32565,regular,2025-02-25 23:45:34,1129.29,4.66
32566,high_frequency,2025-01-11 10:36:35,1835.5,7.02
32567,low_frequency,2025-01-03 06:19:29,1757.42,1.29
32568,low_frequency,2025-03-05 11:07:26,1385.38,2.42
32569,high_value,2025-02-18 23:08:45,3043.07,3.28
32570,low_frequency,2025-02-18 00:30:35,5251.59,0.95
32571,low_frequency,2025-01-19 06:26:47,2081.69,1.07
32572,regular,2025-02-08 14:54:23,793.48,3.96
32573,low_frequency,2025-05-08 06:37:09,453.81,0.2
32574,regular,2025-02-19 12:50:45,1634.46,3.54
32575,low_frequency,2025-01-13 16:16:41,2623.09,0.33
32576,high_value,2025-01-22 01:49:30,3213.61,2.62
32577,low_frequency,2025-04-15 02:31:44,984.32,0.89
32578,low_frequency,2025-02-02 18:42:31,1672.03,0.47
32579,regular,2025-03-23 01:37:14,2613.38,5.54
32580,low_frequency,2025-01-17 04:45:02,2554.1,0.7
32581,low_frequency,2025-02-27 00:54:50,1731.91,1.02
32582,low_frequency,2025-02-22 23:20:38,1418.16,0.96
32583,low_frequency,2025-02-09 08:21:38,1001.72,1.66
32584,high_frequency,2025-01-03 22:25:41,1997.17,12.02
32585,high_frequency,2025-03-10 14:23:50,4486.17,12.41
32586,regular,2025-02-18 22:32:20,3359.41,5.87
32587,regular,2025-03-31 10:23:06,607.33,4.88
32588,regular,2025-04-30 20:34:40,1301.21,3.45
32589,low_frequency,2025-01-16 14:42:45,5417.05,1.19
32590,regular,2025-02-03 22:58:20,2219.11,4.48
32591,high_value,2025-04-28 21:30:52,5136.18,3.23
32592,low_frequency,2025-04-05 10:37:12,1580.12,1.54
32593,low_frequency,2025-03-01 19:27:18,1010.23,1.49
32594,low_frequency,2025-01-08 15:47:48,1411.37,0.92
32595,regular,2025-02-10 12:08:38,2651.65,0.9
32596,high_frequency,2025-02-26 19:19:57,2599.04,16.48
32597,low_frequency,2025-01-26 05:34:39,1287.87,1.17
32598,low_frequency,2025-01-25 21:46:27,788.66,0.74
32599,low_frequency,2025-03-14 09:00:07,935.41,1.0
32600,high_frequency,2025-02-27 19:02:09,1112.92,15.47
32601,regular,2025-03-07 18:15:19,1739.3,4.52
32602,low_frequency,2025-03-02 06:51:27,1437.81,0.54
32603,low_frequency,2025-01-31 05:18:51,781.08,1.19
32604,low_frequency,2025-01-08 00:30:41,573.4,0.2
32605,high_value,2025-01-17 07:39:42,3559.74,1.17
32606,regular,2025-03-27 21:43:17,659.96,4.48
32607,low_frequency,2025-02-04 17:49:02,823.12,0.2
32608,high_value,2025-01-18 23:59:04,5304.61,2.38
32609,high_value,2025-03-25 17:39:53,7133.35,1.15
32610,low_frequency,2025-02-16 07:54:58,3308.72,0.85
32611,low_frequency,2025-04-03 13:04:35,569.44,0.85
32612,high_value,2025-01-05 15:34:30,4829.35,4.19
32613,low_frequency,2025-01-29 05:59:57,1515.74,1.34
32614,low_frequency,2025-01-17 22:43:26,593.25,0.82
32615,regular,2025-02-21 10:14:45,837.83,3.0
32616,high_frequency,2025-03-28 07:21:23,3412.51,12.89
32617,low_frequency,2025-01-14 07:12:44,1779.05,1.21
32618,low_frequency,2025-04-25 09:54:47,3002.64,0.61
32619,regular,2025-01-29 12:08:32,677.34,2.57
32620,high_frequency,2025-03-01 06:25:01,1119.52,12.56
32621,low_frequency,2025-02-07 04:39:05,772.91,1.4
32622,low_frequency,2025-01-31 07:01:42,2272.44,0.89
32623,regular,2025-02-01 20:35:24,1752.48,4.7
32624,low_frequency,2025-01-28 22:42:50,1296.26,1.8
32625,regular,2025-01-12 22:34:53,1591.04,5.81
32626,low_frequency,2025-01-24 13:07:46,403.82,1.25
32627,high_frequency,2025-03-23 07:06:04,954.19,17.45
32628,low_frequency,2025-01-14 20:15:08,374.8,0.83
32629,low_frequency,2025-04-25 01:43:56,666.59,0.44
32630,low_frequency,2025-04-17 05:13:52,1687.82,0.26
32631,low_frequency,2025-02-13 02:23:26,872.66,0.29
32632,regular,2025-01-11 00:54:29,2427.34,1.01
32633,regular,2025-03-05 17:43:35,525.15,3.54
32634,high_frequency,2025-03-22 23:57:02,1715.17,3.8
32635,regular,2025-02-02 12:00:07,2091.54,1.5
32636,regular,2025-02-09 19:59:21,2977.05,3.23
32637,high_frequency,2025-03-09 00:35:05,5728.79,7.65
32638,low_frequency,2025-04-15 12:14:38,851.09,0.69
32639,regular,2025-02-03 11:50:54,5327.26,3.39
32640,regular,2025-02-17 14:14:50,1314.51,0.76
32641,low_frequency,2025-01-26 04:46:14,780.24,1.15
32642,regular,2025-02-08 21:25:57,1733.56,2.39
32643,high_value,2025-02-26 02:10:54,5671.24,1.7
32644,low_frequency,2025-03-25 20:20:18,778.3,0.8
32645,regular,2025-01-15 00:56:17,609.1,3.09
32646,regular,2025-03-07 15:17:38,625.81,2.13
32647,low_frequency,2025-01-08 19:25:17,1241.07,0.81
32648,low_frequency,2025-03-01 08:30:38,2834.37,1.64
32649,low_frequency,2025-01-12 02:13:30,1463.84,1.28
32650,low_frequency,2025-02-26 00:53:07,886.53,0.66
32651,high_frequency,2025-01-23 23:04:26,1170.45,10.81
32652,low_frequency,2025-02-13 13:41:16,3876.2,0.2
32653,regular,2025-02-01 21:32:27,1072.62,4.69
32654,low_frequency,2025-04-11 22:17:38,1041.67,1.39
32655,low_frequency,2025-02-17 13:47:52,1057.38,2.14
32656,regular,2025-04-12 04:06:34,2365.56,5.25
32657,regular,2025-01-14 04:24:37,452.53,2.39
32658,regular,2025-02-27 09:23:43,604.82,4.6
32659,regular,2025-05-19 20:59:50,1245.28,3.7
32660,regular,2025-04-14 17:13:31,714.81,4.51
32661,low_frequency,2025-02-27 23:21:47,1885.83,1.33
32662,low_frequency,2025-03-08 18:21:15,2409.75,1.74
32663,low_frequency,2025-03-15 15:51:21,900.37,0.71
32664,regular,2025-03-16 23:23:21,3071.28,7.86
32665,low_frequency,2025-04-10 14:34:22,1486.49,1.35
32666,regular,2025-01-13 11:04:30,1635.4,7.05
32667,low_frequency,2025-01-08 12:08:33,2134.44,1.05
32668,regular,2025-03-17 09:14:34,655.25,5.07
32669,low_frequency,2025-02-28 09:17:48,1499.34,1.33
32670,high_value,2025-05-06 22:17:36,1616.71,2.45
32671,high_frequency,2025-01-27 23:13:12,1440.93,11.54
32672,high_value,2025-04-11 15:45:30,6897.0,1.72
32673,regular,2025-04-25 11:29:09,1274.4,4.21
32674,high_value,2025-04-07 02:57:50,9261.43,1.54
32675,low_frequency,2025-04-03 18:51:24,994.83,1.46
32676,regular,2025-01-23 08:01:51,1713.36,2.89
32677,regular,2025-01-09 23:58:53,914.9,4.29
32678,regular,2025-01-19 19:06:26,2887.21,4.06
32679,low_frequency,2025-05-27 06:06:38,1546.51,1.39
32680,regular,2025-02-03 09:15:53,1495.45,3.17
32681,high_value,2025-01-05 23:16:15,10229.98,3.34
32682,regular,2025-04-24 19:29:06,1497.07,5.22
32683,low_frequency,2025-03-13 02:39:44,1299.81,1.07
32684,low_frequency,2025-02-14 12:03:09,1220.18,1.19
32685,low_frequency,2025-03-09 10:52:58,1451.21,1.58
32686,high_frequency,2025-05-11 19:39:33,2022.0,12.11
32687,regular,2025-01-25 18:36:50,1727.27,6.62
32688,low_frequency,2025-03-16 04:33:23,792.17,0.2
32689,high_frequency,2025-01-20 10:36:48,888.29,10.87
32690,regular,2025-06-03 21:06:16,3501.82,5.52
32691,high_frequency,2025-03-23 00:44:49,1049.98,7.91
32692,high_frequency,2025-02-07 22:26:26,1515.79,10.13
32693,regular,2025-03-17 08:48:40,626.85,4.14
32694,high_value,2025-02-12 13:18:52,5251.34,4.51
32695,high_frequency,2025-04-09 21:32:15,2158.29,12.67
32696,low_frequency,2025-04-29 11:58:06,1125.3,0.2
32697,low_frequency,2025-01-12 20:22:22,885.09,1.32
32698,high_value,2025-02-13 23:56:49,3476.8,2.96
32699,regular,2025-01-05 00:38:26,1280.37,3.5
32700,regular,2025-01-13 16:49:28,3199.06,5.08
32701,high_frequency,2025-02-10 21:21:04,5450.31,9.63
32702,regular,2025-01-07 14:23:14,709.8,4.57
32703,low_frequency,2025-02-05 02:00:53,261.99,0.82
32704,low_frequency,2025-04-28 09:31:22,1138.83,0.52
32705,high_frequency,2025-01-02 13:48:50,852.73,11.51
32706,high_frequency,2025-04-13 08:15:44,2120.29,12.93
32707,high_value,2025-01-31 03:09:02,3414.8,2.68
32708,high_frequency,2025-05-22 22:14:16,676.24,13.95
32709,low_frequency,2025-02-24 06:07:32,4984.83,0.42
32710,low_frequency,2025-01-30 07:57:26,626.42,0.28
32711,low_frequency,2025-01-16 18:37:13,941.86,0.66
32712,low_frequency,2025-04-02 05:44:40,1025.01,1.02
32713,high_frequency,2025-02-04 20:50:11,1771.79,15.22
32714,low_frequency,2025-01-19 00:42:08,775.2,0.47
32715,regular,2025-01-15 00:15:05,2886.74,4.27
32716,high_frequency,2025-01-25 13:01:57,1062.43,12.84
32717,high_frequency,2025-05-12 18:19:00,2010.0,4.29
32718,low_frequency,2025-01-26 04:54:58,2980.11,1.08
32719,low_frequency,2025-05-03 16:37:47,2152.31,2.14
32720,regular,2025-01-11 22:25:28,1571.0,4.26
32721,regular,2025-02-01 11:41:46,1148.7,3.75
32722,high_frequency,2025-02-05 10:55:27,807.72,12.61
32723,regular,2025-03-22 00:14:46,724.3,5.65
32724,low_frequency,2025-01-27 01:15:05,2485.6,1.39
32725,regular,2025-04-09 06:09:33,2584.77,1.78
32726,regular,2025-03-10 14:54:49,998.87,3.78
32727,high_frequency,2025-03-26 15:43:52,1438.74,7.33
32728,low_frequency,2025-03-27 07:23:29,2055.76,0.71
32729,regular,2025-02-21 05:56:51,631.09,1.63
32730,regular,2025-04-15 16:02:46,1686.14,6.02
32731,regular,2025-01-01 21:29:14,1121.48,4.66
32732,low_frequency,2025-01-06 13:10:57,2553.88,0.82
32733,regular,2025-05-02 23:45:40,736.27,5.25
32734,regular,2025-03-28 18:53:16,1156.48,4.06
32735,low_frequency,2025-01-22 05:22:51,1358.6,0.56
32736,low_frequency,2025-03-25 15:28:54,1415.4,0.48
32737,low_frequency,2025-02-15 06:10:34,970.11,1.65
32738,low_frequency,2025-04-14 22:55:37,1498.4,1.04
32739,regular,2025-02-25 03:57:45,2404.39,6.56
32740,low_frequency,2025-03-28 17:46:34,1712.71,1.38
32741,low_frequency,2025-05-10 20:18:12,2062.7,1.27
32742,high_value,2025-04-27 01:24:33,11414.7,1.13
32743,regular,2025-01-24 23:16:21,5587.72,5.67
32744,high_frequency,2025-03-02 19:54:59,1383.51,8.48
32745,regular,2025-02-25 00:26:49,3130.98,2.27
32746,low_frequency,2025-01-22 06:00:02,719.83,1.27
32747,regular,2025-04-21 17:04:06,702.75,2.55
32748,regular,2025-01-05 11:23:25,1910.86,4.48
32749,low_frequency,2025-01-01 18:20:28,1345.89,1.12
32750,low_frequency,2025-02-16 23:08:32,1656.73,1.37
32751,low_frequency,2025-02-01 11:31:24,1067.2,0.76
32752,low_frequency,2025-03-08 01:43:02,1249.65,0.76
32753,low_frequency,2025-02-18 09:14:42,1667.83,0.59
32754,low_frequency,2025-02-01 11:38:55,591.08,0.94
32755,regular,2025-02-19 05:24:42,957.36,5.24
32756,low_frequency,2025-02-28 16:07:29,5181.66,0.95
32757,high_frequency,2025-04-17 22:42:56,1164.12,9.45
32758,low_frequency,2025-02-15 22:10:12,753.63,0.2
32759,regular,2025-02-03 06:12:45,588.21,4.05
32760,high_frequency,2025-02-04 10:50:43,4594.66,7.24
32761,regular,2025-01-20 14:37:49,1958.68,1.85
32762,low_frequency,2025-01-09 00:17:20,2093.9,1.25
32763,low_frequency,2025-02-03 06:26:22,691.98,0.46
32764,low_frequency,2025-03-26 11:56:10,1519.93,1.1
32765,low_frequency,2025-04-19 06:27:34,2753.01,0.93
32766,regular,2025-01-12 21:48:41,935.65,3.98
32767,regular,2025-03-15 16:00:31,1259.55,7.73
32768,low_frequency,2025-01-10 06:35:28,2870.44,0.93
32769,high_value,2025-04-08 02:54:06,13504.26,2.68
32770,high_value,2025-04-12 18:27:11,8232.55,2.62
32771,low_frequency,2025-05-16 20:38:21,649.36,1.67
32772,regular,2025-01-21 07:32:46,3875.24,4.5
32773,low_frequency,2025-05-17 02:58:03,913.65,0.78
32774,high_frequency,2025-02-24 13:18:38,611.33,6.07
32775,regular,2025-01-05 07:58:00,727.86,4.26
32776,low_frequency,2025-01-18 00:49:46,3721.13,0.33
32777,low_frequency,2025-01-20 15:57:47,904.76,1.21
32778,regular,2025-01-23 00:02:56,1854.77,2.72
32779,low_frequency,2025-01-26 14:09:58,721.25,1.17
32780,regular,2025-01-03 19:28:08,351.86,6.51
32781,high_frequency,2025-03-28 19:57:41,964.04,20.38
32782,regular,2025-03-24 11:51:08,1337.03,1.65
32783,low_frequency,2025-02-02 20:10:19,728.98,0.51
32784,regular,2025-03-24 17:40:01,1011.9,7.11
32785,regular,2025-06-04 20:27:18,2304.18,5.36
32786,regular,2025-01-25 01:32:37,3328.6,3.79
32787,low_frequency,2025-02-13 04:18:52,463.95,1.65
32788,regular,2025-01-18 20:58:10,846.04,2.92
32789,low_frequency,2025-05-01 00:34:40,981.07,1.19
32790,regular,2025-01-14 13:10:42,2297.07,4.79
32791,regular,2025-03-09 06:45:39,2285.57,1.04
32792,high_frequency,2025-02-19 23:40:48,726.75,15.55
32793,high_frequency,2025-02-27 12:45:09,875.64,13.8
32794,high_frequency,2025-01-15 10:05:50,1228.37,9.75
32795,high_frequency,2025-03-22 10:24:12,946.39,11.23
32796,low_frequency,2025-02-14 00:40:22,2436.19,1.84
32797,regular,2025-04-26 23:57:57,1110.31,3.67
32798,regular,2025-02-17 11:57:59,1811.44,5.6
32799,high_frequency,2025-04-14 14:49:51,1488.49,9.72
32800,high_frequency,2025-02-27 21:44:29,2021.38,17.59
32801,low_frequency,2025-03-23 22:15:49,1288.41,1.78
32802,low_frequency,2025-02-03 10:36:13,2030.83,0.2
32803,high_frequency,2025-04-03 04:55:30,1913.53,5.04
32804,low_frequency,2025-01-07 20:01:13,1524.93,1.29
32805,low_frequency,2025-03-08 17:06:49,770.64,1.2
32806,high_value,2025-04-15 00:29:53,7962.12,2.42
32807,high_value,2025-04-06 01:32:45,2645.37,0.31
32808,low_frequency,2025-02-18 19:03:22,963.39,0.2
32809,low_frequency,2025-03-16 11:58:01,762.18,0.23
32810,low_frequency,2025-01-08 11:07:29,421.2,1.16
32811,low_frequency,2025-01-27 16:10:51,638.76,0.32
32812,low_frequency,2025-03-26 22:33:22,649.05,1.56
32813,low_frequency,2025-01-19 08:57:03,1111.34,1.14
32814,high_frequency,2025-02-27 12:41:41,1191.07,12.32
32815,low_frequency,2025-01-24 05:42:19,793.12,0.2
32816,low_frequency,2025-01-09 09:56:47,745.11,0.72
32817,regular,2025-01-10 01:26:36,1627.71,2.22
32818,low_frequency,2025-03-01 18:09:31,993.11,1.87
32819,high_frequency,2025-03-21 00:28:21,1377.96,13.11
32820,low_frequency,2025-03-16 18:05:20,1248.66,0.87
32821,low_frequency,2025-02-09 06:19:23,531.81,1.1
32822,low_frequency,2025-01-27 02:32:22,510.85,1.23
32823,low_frequency,2025-02-15 07:28:30,2860.27,1.16
32824,low_frequency,2025-02-14 00:39:44,780.41,1.04
32825,high_value,2025-02-15 05:23:33,6784.31,4.09
32826,high_frequency,2025-03-11 12:37:03,1558.36,9.07
32827,high_value,2025-02-16 14:31:53,4864.24,0.2
32828,regular,2025-01-25 01:02:58,2646.02,5.8
32829,low_frequency,2025-02-04 11:50:18,4150.71,0.76
32830,high_value,2025-02-08 17:36:32,7515.42,5.38
32831,regular,2025-03-06 01:41:43,1303.25,3.07
32832,regular,2025-01-31 17:10:54,657.38,1.06
32833,regular,2025-02-27 11:08:54,999.96,6.08
32834,regular,2025-01-29 08:55:25,953.57,6.55
32835,regular,2025-01-14 21:51:36,1319.04,2.01
32836,high_frequency,2025-01-17 14:14:22,2235.55,11.32
32837,high_value,2025-02-02 19:56:47,9970.49,3.69
32838,high_frequency,2025-01-18 15:52:50,1334.37,11.22
32839,high_frequency,2025-04-08 13:17:26,2156.34,16.1
32840,regular,2025-02-22 22:47:54,1614.26,3.75
32841,low_frequency,2025-01-28 15:16:02,426.13,1.31
32842,regular,2025-01-15 05:05:46,823.57,5.97
32843,regular,2025-01-10 15:37:17,1541.06,4.46
32844,low_frequency,2025-02-06 09:35:40,1656.46,0.61
32845,regular,2025-01-30 07:49:29,1376.0,1.21
32846,regular,2025-03-25 17:02:45,3234.36,3.26
32847,low_frequency,2025-04-10 09:06:38,1059.08,1.43
32848,regular,2025-01-18 10:12:39,933.83,4.5
32849,high_frequency,2025-01-25 06:40:02,2555.97,9.24
32850,low_frequency,2025-04-04 08:24:00,2040.99,1.31
32851,high_frequency,2025-04-08 16:41:46,498.6,1.25
32852,low_frequency,2025-02-05 19:01:15,1551.91,0.21
32853,regular,2025-01-11 20:35:47,3004.62,3.75
32854,high_frequency,2025-01-08 22:35:10,1001.47,6.2
32855,high_value,2025-02-25 04:38:08,7748.2,4.81
32856,low_frequency,2025-03-07 07:46:59,328.65,1.53
32857,high_frequency,2025-02-03 02:44:57,2235.76,0.93
32858,high_frequency,2025-04-24 01:33:58,1758.2,10.48
32859,low_frequency,2025-03-27 20:14:13,588.29,1.29
32860,low_frequency,2025-01-13 15:24:32,4667.06,2.03
32861,high_frequency,2025-03-25 16:11:29,926.62,14.23
32862,low_frequency,2025-05-03 17:46:31,3826.6,0.78
32863,regular,2025-03-14 16:45:18,1897.85,5.98
32864,regular,2025-04-27 05:48:35,1354.66,3.43
32865,regular,2025-02-26 20:32:20,1136.61,1.77
32866,regular,2025-02-10 00:15:25,1304.33,6.82
32867,low_frequency,2025-03-25 14:50:53,749.35,1.17
32868,low_frequency,2025-05-10 06:01:07,1176.43,0.2
32869,high_frequency,2025-01-21 13:50:04,902.95,14.49
32870,regular,2025-03-07 10:33:32,2254.09,4.26
32871,regular,2025-02-15 15:42:11,1038.24,4.5
32872,regular,2025-03-11 00:42:31,1249.59,8.13
32873,low_frequency,2025-01-22 14:00:34,2071.08,0.74
32874,low_frequency,2025-01-21 22:58:22,4462.39,1.24
32875,regular,2025-01-04 11:50:37,680.01,4.33
32876,low_frequency,2025-03-14 19:51:40,1187.16,1.16
32877,low_frequency,2025-03-18 03:37:14,1448.48,0.77
32878,regular,2025-01-16 09:51:57,375.93,3.16
32879,high_value,2025-03-14 20:58:31,4925.21,1.42
32880,low_frequency,2025-03-02 21:34:31,711.44,1.45
32881,low_frequency,2025-04-11 19:25:38,720.98,1.55
32882,regular,2025-01-24 05:43:09,1669.69,2.34
32883,high_frequency,2025-04-15 12:15:07,3975.77,14.58
32884,low_frequency,2025-04-06 01:54:38,2663.29,0.76
32885,high_frequency,2025-02-05 12:16:04,870.77,11.41
32886,high_value,2025-03-16 08:14:08,3792.2,6.31
32887,low_frequency,2025-01-30 06:59:15,1207.09,0.73
32888,low_frequency,2025-05-19 21:18:27,726.43,0.25
32889,regular,2025-04-07 07:49:21,10755.11,2.8
32890,low_frequency,2025-01-28 05:18:10,1717.88,1.27
32891,low_frequency,2025-01-11 23:28:34,3857.1,2.04
32892,high_frequency,2025-01-30 15:25:29,2820.49,9.28
32893,regular,2025-05-09 05:09:50,348.02,7.66
32894,regular,2025-03-03 22:33:20,1672.98,2.14
32895,regular,2025-03-26 22:56:13,2336.94,0.2
32896,regular,2025-01-12 03:15:36,803.72,3.76
32897,high_frequency,2025-02-03 09:18:25,2582.6,9.05
32898,high_frequency,2025-01-06 15:53:15,1419.41,14.39
32899,high_frequency,2025-01-11 17:30:49,1419.54,21.26
32900,regular,2025-03-14 03:02:11,2604.65,4.4
32901,high_frequency,2025-02-24 22:05:34,401.11,13.31
32902,high_frequency,2025-01-15 01:17:57,1331.19,9.62
32903,regular,2025-01-12 21:56:52,7683.55,3.39
32904,low_frequency,2025-01-22 10:03:03,1751.71,1.35
32905,regular,2025-01-06 12:50:36,1886.72,4.86
32906,regular,2025-03-02 15:12:00,2244.77,0.61
32907,low_frequency,2025-05-12 00:20:26,1226.25,0.95
32908,low_frequency,2025-02-11 14:00:40,404.79,1.22
32909,low_frequency,2025-01-01 07:30:48,2615.77,1.22
32910,low_frequency,2025-01-01 08:32:48,3020.84,1.27
32911,regular,2025-02-15 08:08:07,1345.22,3.01
32912,regular,2025-01-16 22:29:37,3361.53,3.53
32913,regular,2025-03-31 22:49:27,1009.46,2.49
32914,regular,2025-01-11 06:33:14,2440.61,4.29
32915,regular,2025-01-23 15:35:23,2359.42,4.15
32916,high_frequency,2025-01-02 02:52:25,3740.03,14.26
32917,regular,2025-02-05 14:57:04,1765.64,6.02
32918,regular,2025-02-12 21:51:42,1510.09,3.29
32919,high_frequency,2025-03-23 13:58:54,957.75,19.68
32920,low_frequency,2025-03-07 21:11:13,3084.17,1.26
32921,regular,2025-02-01 06:00:23,1347.35,2.82
32922,high_frequency,2025-01-10 02:49:57,1800.7,5.89
32923,low_frequency,2025-04-18 16:53:17,1340.7,1.92
32924,low_frequency,2025-02-17 06:15:03,990.52,0.88
32925,regular,2025-02-08 01:56:26,728.66,4.15
32926,regular,2025-02-02 10:24:39,1405.26,3.27
32927,high_value,2025-03-13 16:41:26,2422.39,4.15
